dataMatrix	W616f	W617f	W620f	W622f	W623f	W625m	W627m	W628m	W630m	W631m	W632f	W633f	W634m	L818f	L819f	L824m	L825m	L826m	L827m	L836f	L841f	L854f	L859m	L862f
P08607_C4b-binding protein	24.2245263754897	24.1116812540162	23.8360418770788	24.2496503660055	23.9348619966424	24.8802277214493	24.2727092245927	24.6847998690875	23.8342448665922	24.4947619733116	24.220903610367	24.4199902576765	24.6237165306929	23.9664658463619	23.0990406684325	24.7982699672262	24.3870487482966	24.4635838653745	24.2348238616842	23.8539845184525	24.1258734595113	23.4038517495246	24.7380318364597	24.1803468700664
Q9Z2U1_Proteasome subunit alpha.	20.8809739770623	20.8763843856739	20.9979458359263	21.1951022716254	20.849182014555	20.6695143264003	20.6149332172631	21.0983277121868	20.826996932339	21.0588185100385	21.3280647119073	21.38327977272	20.9113526688233	21.1051997385078	21.3525453941077	20.8086799517326	21.1006260899952	20.9426154430401	20.9784654687954	21.0314883573802	21.3566272638099	20.9100177468554	20.8412257156715	21.5281307089437
P00920_Carbonic anhydrase 2	25.8861353720675	26.5727371131889	25.1028548324706	25.8932549562665	26.3390617758302	23.8104225805179	25.213353601039	25.5491579835707	26.5106434567443	25.9118602589946	26.3040553369747	26.3496626943049	25.6931907513672	26.6132827354554	27.2255585847904	25.6370361863197	26.110227126731	25.7068328119655	26.3254487520141	25.3156150595752	26.5748474501744	26.203746473905	24.9835358992318	26.4523226938287
O88844_Isocitrate dehydrogenase.	18.5838756380386	18.4222666780867	18.964028623525	18.9094167679263	19.039638812609	18.1000294608386	19.1026730463269	17.9446384055923	18.1048402778902	18.3981635751778	18.1835187896669	18.3673387698783	18.4630169269163	18.6004688802474	17.1707394770049	18.18067590092	18.4039714506331	18.7532178593056	18.0447831637826	18.509513110195	18.9868853548769	18.1923066864718	18.6939937256496	17.3750227113868
P52430_Serum paraoxonase/aryles.	27.9029569706115	27.8090401535883	27.6631198250085	27.5923044155337	27.728292667859	26.7154732591685	27.1152261008962	27.3442274942411	27.4131162923079	27.7898321060187	27.4442591679334	27.5777664868086	27.4406465420305	27.9509023805782	27.7374560397098	27.5370482059128	27.4265679242595	27.710992619379	27.5448790863493	27.5477840366826	27.9086832375278	27.8016378144368	27.6997420937015	27.1550385389699
P51885_Lumican	26.071378724138	25.9671051229849	25.9616814276694	26.156833163339	25.9894856272995	25.8461306054107	25.8612157636971	26.0994566510914	25.7378501392868	25.7251565331234	26.20588629702	25.8330779880074	25.9705783961745	26.2205964930317	25.8390688152063	25.8580340359742	26.0087033620708	25.9576734893552	25.7825540669113	26.3864362900197	25.8699365162578	26.0022709624193	26.2844469844585	26.3664644295921
Q03734_Serine protease inhibito.	25.1263104550922	24.8423961927354	25.0158269383942	25.0589685889934	24.9543470258902	24.3552892548644	24.0582292702907	24.4557126294684	24.3805271214291	24.646053252263	24.8229620907472	24.7884998956603	24.3172664459073	24.8021879699204	24.7980122196205	24.2980134686371	24.3767368087806	24.6846400185893	24.3484330313616	24.8448696075339	24.8196356262774	24.9664406742733	24.0914742882432	24.3793554937138
P00687_Alpha-amylase 1	22.6930064028115	23.0020516693457	22.4717015066663	22.5000045964858	22.71072531143	22.484008108303	22.5389613837082	22.9760476740328	22.7643980396477	22.9542485921654	22.6224616421687	22.6573923812714	22.773856451177	22.4921974485777	22.5370713184781	22.8489394075158	22.8678760520991	22.7034056699369	22.7932896501423	22.3013012325248	22.2709847723094	22.69954205992	22.6077371161885	22.5654355449423
P14847_C-reactive protein	25.0792235245658	25.1991154534804	25.1072014283597	25.0224165811922	25.0377331060533	24.8256394294676	24.8464194030176	24.9911708803926	25.06983373334	25.2644763900873	25.0589814663282	25.1951483911091	25.0188761003371	25.0344482104291	24.7419112054478	25.0185073625147	25.1251868901071	25.1137890538425	25.1359317157508	24.8148418653787	25.0517467984834	25.0407706408926	24.9223794252369	24.7169549646238
P10605_Cathepsin B	23.778355509288	23.9016467507198	23.9255364212846	23.9602300970143	23.8222275161521	23.9505253733237	23.6649177032097	23.7094246308086	23.2307052114712	23.6347165678138	23.937227338614	24.0086031829167	23.4597582861486	23.6830959184937	23.7760623902682	23.5848038093345	23.6885207464113	23.485112162882	23.5917033532528	23.8393310586569	23.7918548397872	23.8427984149017	23.6204563353678	23.6907839636769
Q9CPU0_Lactoylglutathione lyase	20.7745523233584	21.8662561272248	18.7265455084144	18.6200325233598	21.6953059351129	17.6148826509251	17.8613907276444	20.0510185367547	20.6167099139572	18.0242804023554	21.4805031461325	22.0930812634558	18.470166326699	22.0056379115817	22.7785847110808	20.473955284414	20.0246894070285	18.476714802834	21.6044584408808	18.2347866107663	21.2752154469933	21.6948324671562	17.9662524524611	21.3848160212414
P46412_Glutathione peroxidase 3	26.6753896225149	26.7543010622835	26.3131131816619	26.5136708589131	26.4019512003158	26.4879183982963	26.5918280817154	26.7848854114892	26.2952124756941	26.7378025972597	26.6809061021894	26.4300132301251	26.657415715856	26.7353265975582	26.4852150027014	26.4412070316395	26.4724750539869	26.6151209714791	26.6287402137754	26.9093484488671	26.3914646609885	26.7204042831937	26.8814447597361	27.0541157301198
Q8CG14_Complement C1s-A subcomp.	24.4917240653532	24.6875726058811	24.3103161371547	24.7016458441046	24.6987605081045	24.8448969927048	24.523530610009	24.8761916680183	24.1761366175678	24.881566211085	24.7670104523105	24.798386462737	24.5179940623505	24.5407211798561	24.1520570261963	24.6768817458439	24.3692777034087	24.5957906087487	24.5681732384899	24.5863859292847	24.4834795052691	24.6348982165664	24.7321636984578	24.5175102074148
O09172_Glutamate--cysteine liga.	20.2257386182599	20.4239873476723	19.3770314959441	20.2837979903421	20.5761653063437	17.4896391408036	17.6620954613376	18.30951561104	19.9740800045866	19.9095657232443	20.4502185150713	20.4818154415982	17.6310862305986	20.2809126140055	21.5650731332195	19.9519134231306	19.7237606041552	19.6057775589325	20.4492786436399	18.6896414427299	20.911953675622	20.0958484897721	17.449766808493	20.2932549678643
P01680_Ig kappa chain V-IV regi.	24.9002126938875	20.48029431566	23.2780754945488	23.9857778481277	23.4670453958815	22.7761191325097	24.2839584652401	20.2358665438049	23.8620640814716	22.4410072618329	23.8708341764098	23.9762244485075	22.9971971435487	21.0885205716124	20.7137884979309	24.0924592387336	23.0645903251494	20.6130217747767	22.3633033034891	23.643416507609	24.1363664580715	20.5728301929926	22.8469993107697	23.6418151700593
P18760_Cofilin-1	20.8930554962924	21.5906551168565	21.1116802989871	20.3285440027372	21.2991806232018	18.7686490516828	20.5662515097473	21.3598121491317	21.0613369096799	21.630395007611	19.3932767996707	21.8357830820579	22.4928777184175	22.4802946904389	22.8560191069922	21.6050551181476	21.4310648514341	21.1071019527036	21.9614628540297	18.5477529819348	22.6867627451696	21.5426326841478	20.1689291457946	22.0308556932004
P14152_Malate dehydrogenase, cy.	20.5687382661166	19.9286162346522	20.6573775516196	20.7200891226152	21.8286779844949	20.067168946591	19.3515145939484	21.6377140571105	20.9408702311115	20.6311834960387	21.4663507165898	21.5151267647483	20.5518367354146	21.6559189213842	22.5342699875854	20.0967537534756	16.0023858607421	20.2564443891494	20.3110671244357	19.6018996309762	21.3918466704165	20.5155873543133	18.6552084873288	21.3754887872513
O09131_Glutathione S-transferas.	23.6455217811048	23.0759964519541	22.8559645667186	23.6371049719419	23.1300037881386	22.6681142420593	22.8988591181766	23.313266830058	23.7649842361607	23.2173390353344	23.8219345155176	23.3460522830238	23.2268479924406	23.1425505375646	24.1505899080197	23.2739170788656	23.838171847652	23.7694399773381	23.8426413371866	23.3854686655194	23.6944623592145	22.3269171367795	23.007897799993	24.0121581890647
A2ASS6_Titin	18.6237634176666	18.6003215561618	18.5113136334227	17.9436380233099	18.5284341935971	18.5691745127277	19.402610717375	19.1650811855121	18.8827015227445	18.326555095982	18.7696345823658	18.9645855327362	18.533951673764	18.0693656909846	18.5062246246804	18.8583760352394	18.842991349674	18.5336843999119	18.785208475484	18.3979058005589	18.4262870862059	18.3520120364198	18.7290697970831	18.4235748884015
P01665_Ig kappa chain V-III reg.	21.0336160713083	22.8655286438067	21.8656742830989	21.5225711154522	21.1288469209687	21.2047730599046	20.2537620956801	20.8415825824625	22.1250514294486	22.8827480773841	22.2059988706564	21.238933701978	18.9071350159081	21.4806566025419	20.4767148127211	19.8655483677954	21.5924585200607	20.313304063107	19.2672013235868	23.681997888324	21.0150997210541	20.156786728212	20.926355997711	21.1388659521852
P05208_Chymotrypsin-like elasta.	17.1624306687267	20.9077245886855	18.2485836992304	21.6458728927896	19.9882049770435	19.1733555338458	21.4437690293679	20.8119456441683	21.5300051214907	21.2917302643376	19.9734809525439	17.1247187762025	21.1727757192672	19.6590900227075	20.980722193055	21.3665039165449	21.7424717609039	21.2752117520274	21.2016050152502	18.2658052959406	20.2185864355525	19.6689800720051	20.6096783446846	21.4103712521202
P01942_Hemoglobin subunit alpha	30.9346609156923	31.1397015378841	29.8790585625812	30.723896190173	31.2931151745259	26.6396312888771	30.1471785236955	30.3088222801223	31.3498122293315	30.8058782606298	31.1442494909519	31.1074927902908	30.7743128309966	31.3466473651575	31.7631653492768	30.6758252671893	31.1825604512584	30.6449246730634	31.2251091531976	30.1816876175798	31.4014614465602	30.9301017752621	29.5426044653783	31.3355918041941
Q64442_Sorbitol dehydrogenase	16.7308124076093	18.2436090619599	17.6535992364172	19.8088004243383	17.0390975794614	19.2221025545996	19.700213487606	19.3855864945509	20.014819905062	19.2508526590584	19.5164620498636	19.8550299391887	19.4431622203244	19.6466081388254	20.2213041961797	19.2407894458891	19.979347122043	19.2867397880403	18.0940130793218	18.8499292166982	19.9888373815182	18.2612721358857	19.1624709419095	20.079550044051
P11087_Collagen alpha-1(I) chain	23.1423595118323	23.3235149656727	23.1118523532018	23.5604973887618	22.8497165294973	23.3537245883299	22.7296494726751	23.1674140110638	22.0907133312646	22.611722876193	23.032759915137	23.3121219639413	22.6150473118205	23.1836082756881	23.372829864199	21.9364107748575	22.8832167859855	22.560609452378	22.4732068082016	22.7948854172219	23.1477434049425	23.1894932586982	22.676059939653	23.1009810023848
P07309_Transthyretin	25.3294392842489	25.3012236309738	25.2577556992791	25.4313624227993	25.4683104406488	25.4927578235162	25.4522189907864	25.6665737966018	25.4853220122216	26.0063161471406	25.0793238016276	24.9785708208447	25.6295835220515	25.6677841999827	25.4089171736238	25.7563750092076	25.8398152378236	25.7384376335494	25.5557556954583	25.3286402800306	25.3752429781393	25.4292513117091	25.4608545577939	25.1254530435027
P43025_Tetranectin	23.6113599758674	23.8367433577007	23.6035477949669	23.7517323131415	23.6872087481906	23.0025853331009	23.1885434215299	23.3549467928512	23.2368099731223	23.2089093144715	24.0111322005471	23.4997004185338	23.1644995759038	23.7934663832756	23.626016445869	23.304718258363	23.255768129683	23.2793366845128	23.1404545713118	23.9759262273836	23.495397116399	24.0142510643201	23.2787153006257	23.965584473765
P13634_Carbonic anhydrase 1	23.8147460504253	24.5401047383831	23.0350437165735	23.7882794338763	24.435790672079	19.5592150926939	23.037293741862	23.524143409419	24.7030623702048	23.9445014460651	24.2004909652287	24.09173592079	24.0296901176644	24.5088452341059	25.2076873154997	23.9973861630267	24.5031907766833	24.0750068878547	24.7357233447538	22.6268223661898	24.4779720281775	23.9345694978145	22.6921945847223	24.3112538468658
P01750_Ig heavy chain V region .	18.3752010617825	23.2411203733471	23.4213588689663	18.9082492038379	18.7072271360565	17.6825723372447	17.9927717494253	20.0211099461303	19.0525261021294	20.8588854626975	18.3101914311746	18.3179048434602	18.4362311818663	22.1297824860246	18.2003745063444	18.4779932717209	17.6272274958313	18.1159864417244	18.5555421548313	23.6944848893139	23.5434258898039	18.6620835319009	22.4585505483232	23.3024206867618
P01902_H-2 class I histocompati.	19.5087000657971	19.8104095414634	19.7084442370551	19.3936424838731	17.6830490182854	17.2881295286073	17.1588575709623	19.3449867665223	19.9207565475448	19.6381867484205	19.4954627653613	19.4342680627033	19.2707708227411	20.2356828212784	19.3043511879615	18.0258835088479	20.0273053423965	18.3114694824207	19.6257148709262	20.0488415386906	19.4127005991758	19.9978837499489	18.5488445933477	20.2147843800056
Q61704_Inter-alpha-trypsin inhi.	26.8507857361596	26.6523720231009	26.7927773887583	26.6754139600662	26.6504058090962	27.1412134497556	26.4459039664179	26.511482311292	26.5456088475891	26.6299167508947	26.3261344311623	26.8488120268793	26.705408383063	26.6074654381591	26.540967895483	26.8012073690487	26.7260345522099	26.7040163302675	26.8168942962857	27.1306291602929	26.7898095246251	26.5257098105481	27.0662951852973	26.8107541071356
P70665_Sialate O-acetylesterase	22.1487921496162	21.6975465580745	21.9846593950337	21.7492788975045	21.7604886002579	21.2247222798189	21.4471604300633	21.5793330880826	21.565253653068	21.1761512302947	21.9665378396313	22.0450325444499	21.560539136683	21.7806404841927	21.8368518770976	21.3636874955469	21.5619884863241	21.5495348729025	21.3793461062772	21.9021946684213	21.8004973766049	21.6570042521592	21.0989846276374	21.7534222304965
P39876_Metalloproteinase inhibi.	21.7017532790904	21.5043902233753	20.5098677672295	21.572715836962	21.1005320949565	22.3274615024429	19.0801851484124	22.3440955347427	22.8254993966547	19.156535699647	22.7785526290321	22.6460919370377	21.7980958986803	22.8044778811866	22.7300971374552	22.5282244456935	22.507353813451	22.8098286622676	22.2754854381232	21.0989684091215	22.1714546065627	21.4308276942564	19.49652284232	22.157838788155
Q80YX1_Tenascin	20.8104104201519	20.830394212915	20.4859775382537	21.9275959640005	20.8706551066699	22.1471692054931	19.5630364535119	19.6734862576754	18.9955402216349	19.7771398063376	21.1205704389307	21.2515289295548	18.0097184170057	21.0753516720368	21.2705204733242	17.7991694758584	19.6775148145543	19.9885251248497	19.5659882764602	20.5952636287874	21.0532121520678	20.7219485077852	18.457185987284	20.4513460764029
P30412_Peptidyl-prolyl cis-tran.	20.4746898676245	20.5900960962273	20.1508876644335	20.4054670277285	20.2400340049587	20.2662353704895	19.9360457852034	20.372186756746	20.6528978094802	20.3647993914683	20.4137321246776	20.4524086674265	20.7637899251856	20.4006758218101	20.4504740280353	20.1287157298377	20.3312870996412	20.2009433486135	20.136422943047	20.104672330896	20.1794183270029	20.6801951016649	20.3602245991044	20.2745961181651
P00688_Pancreatic alpha-amylase	16.8565191470805	18.8989593716793	18.8551790037079	19.2496204221828	18.9086368747039	16.7177618235446	18.6873059297098	17.3697191673534	18.0856285234711	17.366652111044	18.9659553691325	18.6830552226029	17.5657665084011	19.3318822954218	18.1907177730086	19.0991642973261	17.068049988236	17.622683032072	17.3231041198553	19.5464067687236	19.1795884122959	17.4433672317605	19.7406827041647	19.5315676684128
Q9R1P4_Proteasome subunit alpha.	23.7642031279202	23.5107893952772	23.4158329147049	23.2530030337978	23.6995079592824	22.994597984903	23.2858287433374	23.1826380378636	23.4190511884471	23.2893675703387	23.919970687394	23.9352543611716	23.2970255366739	23.4862064104102	24.2744256460604	22.8818354026851	23.4281781721291	23.5163212628864	23.6546249942837	23.5731868469552	23.6836697291596	23.3332105031593	23.5231460271018	24.0651676030751
P10126_Elongation factor 1-alph.	21.6548932882211	19.9013552653887	21.8007986132368	22.8115585342168	23.229246721622	19.2392073687526	18.1787091954594	22.0560399740363	22.7596423798338	21.7721562774797	22.0545135690713	22.2915574434617	22.1481842250848	22.3556036782295	22.9252450140604	21.9396775780323	21.9643645781347	21.8802493047779	22.4553265931312	21.1866238866027	23.3018546505999	22.2559791365671	19.7897266568355	22.6031663024983
