variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	kegg_id	hmdb_id	id_comment	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M623.1965T14.6	c18acquity			4					M623T15	623.1965114	875.6461992		[M+Cl]- 588.227 [M-H]- 624.203	52	NA	
M624.2919T15.3	c18acquity								M624T15.1	624.2918638	915.9459468			2149	NA	
M624.7377T0.9	c18acquity								M625T1	624.737699	53.32411596			33	NA	
M625.2322T15	c18acquity								M625T15.2	625.2322433	897.4314354		[M-H-CH3]- 641.263	26	NA	
M626.2768T16	c18acquity								M626T16	626.2767654	958.9524294			184	NA	
M627.207T14.6	c18acquity			4					M627T15	627.2069726	875.8806456	[422][M+3]-		52	NA	
M628.2005T14.6	c18acquity			4					M628T15	628.2005093	875.8576062	[422][M+4]-		52	NA	
M628.928T0.9	c18acquity								M629T1	628.9280384	53.13950664			33	NA	
M632.3183T14.7	c18acquity								M632T15	632.3183018	883.1155044	[423][M]-	[M-H]- 633.326	11	NA	
M633.3215T14.7	c18acquity								M633T15	633.3215103	883.3809084	[423][M+1]-		11	NA	
M633.3215T14.5	c18acquity								M633T14	633.3215352	869.30265	[424][M+1]-		36	NA	
M633.36T14.7	c18acquity			4					M633T15.1	633.360023	884.070945	[425][M+1]-		172	NA	
M634.3337T15.6	c18acquity								M634T16	634.3337435	936.3505626	[427][M]-	[M+Cl]- 599.368	17	NA	
M634.334T15.4	c18acquity			4					M634T15.2	634.3340314	921.927963	[428][M]-	[M+Cl+NaCOOH]- 531.377 [M-H+NaCOOH]- 567.354	62	NA	
M634.3724T15.2	c18acquity			4					M634T15.3	634.3724049	911.5391964			70	NA	
M635.27T14.7	c18acquity								M635T15	635.270019	882.2671452	[426][M+1]-		11	NA	
M635.3367T15.4	c18acquity								M635T15.1	635.3366927	921.865869	[428][M+1]-		62	NA	
M635.3372T15.6	c18acquity								M635T16	635.3371636	936.3327156	[427][M+1]-		17	NA	
M636.2611T14.5	c18acquity			4					M636T14	636.2610648	869.4531402	[430][M]-	[M+Cl+CF3COOH]- 467.301 [M+Cl]- 601.292 [M-H]- 637.268 [M-H-COCH2]- 679.284	36	NA	
M636.2612T14.7	c18acquity								M636T15	636.2611745	882.0266652	[429][M]-	[M-H-CO]- 665.263 [M-H-COCH2]- 679.284	11	NA	
M636.3401T15.6_2	c18acquity								M636T16.1	636.3401014	936.3991422	[427][M+2]-		17	NA	
M636.9841T0.8	c18acquity								M637T1	636.9840772	47.32291026		[M-H-CH4]- 654.02	18	NA	
M637.2634T14.5	c18acquity			4					M637T14	637.2634383	869.3813736	[430][M+1]-		36	NA	
M637.2636T14.7	c18acquity								M637T15	637.2636376	882.0377832	[429][M+1]-		11	NA	
M637.2647T14.9	c18acquity								M637T15.1	637.264728	896.7192168	[431][M+1]-		742	NA	
M637.2856T15.6	c18acquity								M637T16	637.2855656	936.2975508	[432][M+1]-		17	NA	
M638.2647T14.5	c18acquity			4					M638T14	638.2646976	869.3590956	[430][M+2]-		36	NA	
M638.2648T14.7	c18acquity								M638T15	638.2648381	882.0477426	[429][M+2]-		11	NA	
M638.2766T15.4	c18acquity			4					M638T15.1	638.2765855	921.9069168	[435][M]-	[M+Cl]- 603.307 [M-H]- 639.284	62	NA	
M638.2767T15.6	c18acquity								M638T16	638.2766958	936.3505626	[436][M]-		17	NA	
M638.2978T16.8	c18acquity			4					M638T17	638.29778	1009.225101		[M-H-COCH2]- 681.322	19	NA	
M638.3553T16.8	c18acquity								M638T17.1	638.3552629	1009.6679586	[433][M+2]-		19	NA	
M639.2792T15.6	c18acquity								M639T16	639.2792227	936.3327156	[436][M+1]-		17	NA	
M639.2793T15.4	c18acquity			4					M639T15.1	639.2793107	921.9183708	[435][M+1]-		62	NA	
M640.1957T14.6	c18acquity			4					M640T15	640.1957402	877.856592			997	NA	
M640.256T15	c18acquity								M640T15.2	640.2559687	897.7871676	[439][M]-	[M-H]- 641.263	26	NA	
M640.2923T16.8	c18acquity			4					M640T17	640.2923455	1009.2473832	[440][M]-	[M+Cl]- 605.323 [M-H]- 641.3	19	NA	
M640.362T15.5	c18acquity			4					M640T16.1	640.3620183	932.931522	[442][M]-	[M-H]- 641.365	176	NA	
M640.9112T0.8	c18acquity								M641T1	640.9112073	48.22091808		[M-H-C5H8O4]- 773.958	18	NA	
M641.2948T16.8	c18acquity			4					M641T17	641.2948435	1009.2646068	[440][M+1]-		19	NA	
M641.365T15.5	c18acquity			4					M641T16.1	641.3649598	932.825115	[442][M+1]-		1991	NA	
M642.296T16.8	c18acquity								M642T17	642.296018	1009.24728	[440][M+2]-		19	NA	
M642.3958T18.2	c18acquity								M642T18	642.3958432	1090.5107532	[444][M]-		643	NA	
M643.2976T16.8	c18acquity			4					M643T17	643.2975802	1009.5558666	[440][M+3]-		19	NA	
M645.2006T14.6	c18acquity			4					M645T15	645.2005857	877.9671672			998	NA	
M648.2923T14.7	c18acquity								M648T15	648.292278	883.8358764			172	NA	
M650.3078T15.6	c18acquity								M650T16	650.3078451	936.2916486			17	NA	
M650.8677T0.8	c18acquity								M651T1	650.8677472	46.24029936		[M+Cl+NaCOOH]- 547.912	139	NA	
M651.9561T0.8	c18acquity								M652T1	651.9560531	48.22091808			18	NA	
M652.3233T16.8	c18acquity								M652T17	652.3232957	1009.6126014		[M-H-CO]- 681.322	19	NA	
M652.3444T15.3	c18acquity								M652T15	652.3443667	917.1991104			1970	NA	
M656.3571T14.7	c18acquity								M656T15.1	656.3570527	879.611355	[447][M]-		717	NA	
M657.3215T14.7	c18acquity			4					M657T15	657.3214552	884.4665922	[446][M+1]-		172	NA	
M658.3339T15.2	c18acquity								M658T15.1	658.3339449	911.215521			1219	NA	
M658.8895T0.8	c18acquity								M659T1	658.8894547	48.2279244	[449][M+2]-		18	NA	
M660.3489T16	c18acquity								M660T16	660.3489169	959.0384238		[M+Cl+NaCOOH]- 557.392 [M-H+NaCOOH]- 593.369	184	NA	
M662.2645T14.7	c18acquity			4					M662T15	662.2644952	883.8877788	[451][M+2]-		172	NA	
M662.2766T15.2	c18acquity			4					M662T15.1	662.2766462	911.5830618	[453][M]-		70	NA	
M662.2773T15.5	c18acquity								M662T16	662.2772512	932.930139			1995	NA	
M663.2661T14.7	c18acquity								M663T15	663.2661492	884.046054	[451][M+3]-		172	NA	
M664.1959T14.6	c18acquity			4					M664T15	664.1958935	875.5490298	[454][M]-		52	NA	
M664.2558T14.5	c18acquity			4					M664T14	664.255755	869.5288872		[M-H-CH2]- 679.284	36	NA	
M664.2562T14.7	c18acquity								M664T15.1	664.2562377	882.0477426	[455][M]-	[M-H]- 665.263 [M-H-CH2]- 679.284	11	NA	
M664.2924T16	c18acquity								M664T16	664.2923685	958.90563		[M+Cl+CF3COOH]- 495.332	184	NA	
M665.1997T14.6	c18acquity			4					M665T15	665.199652	875.5630482	[454][M+1]-		52	NA	
M665.2584T14.7	c18acquity			4					M665T15.1	665.2584485	882.0066084	[455][M+1]-		11	NA	
M666.2716T15.6	c18acquity								M666T16	666.2716102	936.361689	[457][M]-	[M-H+CF3COOH]- 533.294 [M+Cl+NaCOOH]- 563.313 [M-H+NaCOOH]- 599.29	17	NA	
M666.2716T15.4	c18acquity								M666T15.1	666.2716193	921.9483216			62	NA	
M666.3081T17.1	c18acquity			4					M666T17	666.3081412	1027.0452744			854	NA	
M667.2742T15.6	c18acquity								M667T16	667.2742082	936.3327156	[457][M+1]-		17	NA	
M668.2526T14.7	c18acquity								M668T15	668.2525572	882.7620144	[455][M+4]-		510	NA	
M668.2874T16.8	c18acquity								M668T17	668.2873941	1009.5023124	[459][M]-		19	NA	
M668.2874T16.5	c18acquity			4					M668T17.1	668.2874482	990.5213268			97	NA	
M669.2008T14.6	c18acquity			4					M669T15	669.2007543	875.6741718		[M+Cl+HCOOH]- 588.227 [M+Cl+NH3]- 617.203 [M-H+HCOOH]- 624.203	52	NA	
M669.275T15.6	c18acquity								M669T16	669.2749682	936.4443126	[457][M+3]-		17	NA	
M670.2684T15.6	c18acquity								M670T16	670.2684462	936.421827	[457][M+4]-		17	NA	
M670.2886T16.8	c18acquity								M670T17	670.288633	1009.5324654	[459][M+2]-		19	NA	
M673.8625T0.8	c18acquity			4					M674T1	673.8625426	48.26883972	[461][M+1]-		18	NA	
M674.8594T0.8	c18acquity			4					M675T1	674.8593711	48.2279244	[461][M+2]-		18	NA	
M674.9821T0.8	c18acquity								M675T1.1	674.9820581	47.14715652	[463][M]-	[M-2H+Na]- 654.02	18	NA	
M676.1298T14.6	c18acquity			4					M676T15	676.129784	876.6797964			52	NA	
M676.3054T15	c18acquity								M676T15.2	676.3053566	897.634182		[M+Cl+NaCOOH]- 573.349	26	NA	
M676.3054T15.3	c18acquity								M676T15.1	676.305432	917.0531526			1971	NA	
M677.4558T17.8	c18acquity			4					M677T18	677.4558437	1066.1813418	[464][M]-	[2M-2H+Na]- 328.24	14	NA	
M678.3601T15.6	c18acquity								M678T16	678.3601166	936.360909		[M+Cl+NaCOOH]- 575.403 [M-H+NaCOOH]- 611.38	17	NA	
M680.2483T15	c18acquity								M680T15.1	680.2482835	897.4901244	[466][M]-	[M+Cl+NaCOOH]- 577.292 [M-H+NaCOOH]- 613.268 [M+Cl]- 645.279	26	NA	
M680.3182T14.7	c18acquity								M680T15.2	680.31818	879.4802484	[467][M]-		23	NA	
M680.3757T16.8	c18acquity								M680T17	680.3757128	1009.7515428		[M-H+NaCOOH]- 613.396	19	NA	
M681.3214T14.7	c18acquity								M681T15.2	681.3213995	879.5601786	[467][M+1]-		716	NA	
M682.3342T15.4	c18acquity								M682T15.1	682.3341653	922.2539406		[M+Cl+NaCOOH]- 579.377 [M-H+NaCOOH]- 615.354	62	NA	
M683.2602T15.3	c18acquity								M683T15	683.2601596	915.7249392			2156	NA	
M684.2611T14.7	c18acquity								M684T15	684.2610665	879.7588758	[468][M]-	[M-H-COCH2]- 727.286	23	NA	
M684.2611T14.5	c18acquity								M684T15.1	684.2611426	870.5488482		[M-H]- 685.265 [M-H-CO]- 713.267	36	NA	
M684.8897T0.9	c18acquity			4					M685T1	684.8896679	53.45573658			851	NA	
M685.2534T15	c18acquity								M685T15.1	685.2534483	897.5493648	[469][M]-	[M+Cl]- 650.284 [M-H]- 686.261	26	NA	
M685.2636T14.7	c18acquity								M685T15.2	685.2636339	879.5601786	[468][M+1]-		23	NA	
M686.2575T15	c18acquity								M686T15.1	686.2574717	897.4919916	[469][M+1]-		26	NA	
M686.2655T14.7	c18acquity								M686T15.2	686.2655424	879.6867876	[468][M+2]-		23	NA	
M686.2761T15.4	c18acquity								M686T15.3	686.2760527	921.9326754	[471][M]-	[M-H-CO]- 715.283	62	NA	
M687.2793T15.4	c18acquity								M687T15.1	687.2793434	922.3972566	[471][M+1]-		62	NA	
M688.2562T14.7	c18acquity			4					M688T15.2	688.2561525	883.9317582	[475][M]-	[M-H-CH2]- 703.284	172	NA	
M688.2614T15	c18acquity								M688T15.1	688.2614454	897.532635	[474][M]-	[M+Cl]- 653.29	26	NA	
M688.2615T15.3	c18acquity								M688T15	688.2615307	915.7811952	[473][M]-	[M-H+HCOOH]- 643.264	218	NA	
M688.8333T0.8	c18acquity								M689T1	688.8333459	48.33067548		[M-H-C3H2O3]- 775.846	18	NA	
M689.2582T14.7	c18acquity			4					M689T15	689.2582419	884.0622798	[475][M+1]-		172	NA	
M689.2648T15	c18acquity								M689T15.2	689.2647805	897.4901244	[474][M+1]-		26	NA	
M690.2582T15	c18acquity								M690T15.1	690.2581845	897.6048708	[474][M+2]-		26	NA	
M690.2584T15.3	c18acquity								M690T15	690.2583669	915.7430766	[473][M+2]-		218	NA	
M691.0024T0.8	c18acquity			4					M691T1	691.0023713	47.24511426	[476][M+2]-		18	NA	
M691.2615T15.3	c18acquity								M691T15	691.2614714	915.6746448	[473][M+3]-		218	NA	
M692.2592T15.3	c18acquity								M692T15	692.2592081	915.199257		[M+Cl+HCOOH]- 611.277 [M+Cl]- 657.288	9	NA	
M694.4302T17.6	c18acquity								M694T18	694.4301758	1058.1632298			2078	NA	
M700.3054T14.5	c18acquity								M700T14	700.3053849	869.2643346		[M+Cl+NaCOOH]- 597.349 [M-H+NaCOOH]- 633.325	36	NA	
M700.3054T14.8	c18acquity								M700T15	700.3054066	885.3545334		[M-H]- 701.312	172	NA	
M702.3212T15.6	c18acquity								M702T16	702.3212216	936.4443126	[478][M]-	[M+Cl+NaCOOH]- 599.368	17	NA	
M704.2483T14.5	c18acquity								M704T14	704.2482668	869.4919122	[479][M]-	[M+Cl+NaCOOH]- 601.292 [M-H+NaCOOH]- 637.268 [M+Cl]- 669.273	36	NA	
M704.3366T16.8	c18acquity								M704T17	704.3366292	1010.3290062	[480][M]-	[M+Cl+NaCOOH]- 601.381	19	NA	
M704.3372T16.5	c18acquity			4					M704T17.1	704.337163	990.6987594		[M+Cl+NaCOOH]- 601.38 [M-H+NaCOOH]- 637.357	97	NA	
M704.9718T0.8	c18acquity			4					M705T1	704.9717961	47.36335056			18	NA	
M705.2524T14.5	c18acquity								M705T14	705.2523791	869.38128	[479][M+1]-		36	NA	
M705.2536T14.7	c18acquity								M705T15	705.2535819	884.7852702		[M-H-CO]- 734.259	172	NA	
M705.3402T16.8	c18acquity								M705T17	705.3401822	1010.1589884	[480][M+1]-		19	NA	
M706.264T15.4	c18acquity			4					M706T15	706.2639837	921.9242682		[M+Cl+NaCOOH]- 603.307 [M-H+NaCOOH]- 639.284	62	NA	
M707.2594T14.7	c18acquity								M707T15	707.2593823	882.9625848			493	NA	
M707.2681T15.6	c18acquity								M707T16	707.2680591	936.4977234	[481][M+1]-		17	NA	
M708.2796T16.5	c18acquity			4					M708T17.1	708.2795985	990.528876		[M+Cl+NaCOOH]- 605.323 [M-H+NaCOOH]- 641.3	97	NA	
M708.8984T0.8	c18acquity								M709T1	708.8984115	48.21872766			18	NA	
M709.2533T14.5	c18acquity			4					M709T14	709.2533037	869.1357564	[484][M]-		36	NA	
M709.2535T14.7	c18acquity								M709T15	709.2535128	882.1047672	[483][M]-		11	NA	
M709.2751T15.6	c18acquity								M709T16	709.2750656	936.644538	[481][M+3]-		17	NA	
M710.1707T14.2	c18acquity			4					M710T14	710.1707248	854.4920928			1178	NA	
M710.2436T15.3	c18acquity								M710T15	710.2435609	917.0670018			1974	NA	
M710.2568T14.7	c18acquity								M710T15.1	710.2568062	882.0217386	[483][M+1]-		11	NA	
M710.2573T14.5	c18acquity								M710T14.1	710.2572849	869.4128094	[484][M+1]-		36	NA	
M711.1787T15.3	c18acquity								M711T15	711.1787171	916.8497508			1975	NA	
M711.2595T14.7	c18acquity								M711T15.2	711.2595007	882.2309544	[483][M+2]-		11	NA	
M711.2691T15.4	c18acquity								M711T15.3	711.2690957	921.627654			62	NA	
M711.2695T15.6	c18acquity								M711T16	711.2694937	936.3129876	[485][M]-	[M+Cl]- 676.3 [M-H]- 712.277	17	NA	
M712.1856T15	c18acquity								M712T15.1	712.1856461	897.634182	[487][M]-		26	NA	
M712.1859T15.3	c18acquity								M712T15	712.1859135	916.8735024	[486][M]-		1976	NA	
M712.2394T15.3	c18acquity								M712T15.2	712.239419	917.8006248			1977	NA	
M712.2603T14.7	c18acquity								M712T15.3	712.2602586	881.157315	[483][M+3]-		11	NA	
M712.2612T14.5	c18acquity			4					M712T14	712.2612348	869.4539256		[M-H]- 713.267	36	NA	
M712.2727T15.6	c18acquity								M712T16	712.272709	936.282669	[485][M+1]-		17	NA	
M713.1881T15.3	c18acquity								M713T15.1	713.1881352	917.4823524	[486][M+1]-		1978	NA	
M713.2635T14.7	c18acquity								M713T15.2	713.2634625	880.8501348	[483][M+4]-		11	NA	
M713.2859T16.8	c18acquity								M713T17	713.2859437	1009.176051			19	NA	
M714.258T14.7	c18acquity			4					M714T15.2	714.2579643	881.0787678	[488][M]-	[M+Cl]- 679.284	11	NA	
M714.2582T14.5	c18acquity			4					M714T14	714.2582211	869.37063		[M-H+HCOOH]- 669.273 [M+Cl]- 679.284	36	NA	
M714.2767T15.4	c18acquity			4					M714T15.3	714.2767351	921.9069168		[M-H]- 715.283	62	NA	
M714.2771T15.6	c18acquity								M714T16	714.2770946	936.361689	[485][M+3]-		17	NA	
M716.1841T15.3	c18acquity								M716T15	716.1840724	917.0636748	[486][M+4]-		1981	NA	
M716.2738T15.6	c18acquity								M716T16	716.2737532	936.3966258	[489][M]-	[M-H+HCOOH]- 671.285	17	NA	
M716.2927T16.8	c18acquity			4					M716T17	716.2927405	1009.3677048	[490][M]-	[M+Cl]- 681.322	19	NA	
M716.293T16.5	c18acquity			4					M716T17.1	716.2930484	990.5026518			97	NA	
M717.2961T16.8	c18acquity								M717T17	717.2961014	1009.2469824	[490][M+1]-		19	NA	
M718.2746T15.6	c18acquity								M718T16	718.2745678	936.1610574	[489][M+2]-		17	NA	
M727.88T0.8	c18acquity								M728T1	727.8799784	48.06827442	[493][M+3]-		18	NA	
M733.2532T14.7	c18acquity			4					M733T15	733.2532183	883.8671358	[496][M]-	[M-H]- 734.259	172	NA	
M734.2523T14.7	c18acquity			4					M734T15	734.2523324	884.4665922	[496][M+1]-		172	NA	
M736.1853T14.5	c18acquity								M736T14	736.1853389	869.4919122	[498][M]-		36	NA	
M736.1854T14.8	c18acquity								M736T15	736.1853735	885.2870322	[497][M]-		172	NA	
M736.2594T15.6	c18acquity								M736T16	736.2593972	936.4405008			17	NA	
M736.2612T14.7	c18acquity			4					M736T15.1	736.2611597	884.0895552	[496][M+2]-		172	NA	
M736.2744T16.9	c18acquity								M736T17	736.2744306	1011.3678066			1823	NA	
M737.1877T14.5	c18acquity								M737T14	737.1877319	869.4365964	[498][M+1]-		908	NA	
M737.1947T15.6	c18acquity								M737T16	737.1946842	936.3709314		[M+Cl+CF3COOH]- 568.22	17	NA	
M737.2642T14.7	c18acquity			4					M737T15.2	737.2642224	884.0217936	[496][M+3]-		172	NA	
M738.1862T14.5	c18acquity								M738T14	738.1862236	869.1765576	[498][M+2]-		909	NA	
M738.2016T15.4	c18acquity			4					M738T15.1	738.2015701	921.9124734			62	NA	
M738.2573T14.7	c18acquity								M738T15.2	738.2573173	884.1069678		[M-2H+K]- 701.312 [M+Cl]- 703.284	172	NA	
M738.2746T16.8	c18acquity								M738T17	738.2746377	1010.0619228			19	NA	
M739.2039T15.6	c18acquity								M739T16	739.2039385	936.031638	[500][M+1]-		17	NA	
M740.2026T15.6	c18acquity								M740T16	740.2025618	936.2135748	[500][M+2]-		17	NA	
M741.2038T15.6	c18acquity								M741T16	741.203832	937.153089	[500][M+3]-		17	NA	
M741.8503T0.8	c18acquity			4					M742T1	741.850314	48.2576505	[503][M+1]-		18	NA	
M742.1996T15.6	c18acquity								M742T16	742.1996173	937.0324266	[500][M+4]-		17	NA	
M742.8468T0.8	c18acquity			4					M743T1	742.846838	48.30649842	[503][M+2]-		18	NA	
M742.9694T0.8	c18acquity								M743T1.1	742.9694031	47.21908362	[505][M]-		18	NA	
M746.8423T0.9	c18acquity			4					M747T1	746.8423394	53.30684094			33	NA	
M752.179T15	c18acquity								M752T15	752.1789815	898.0374528			26	NA	
M753.2408T15.3	c18acquity								M753T15	753.2407891	916.9480002			1982	NA	
M753.2408T15	c18acquity								M753T15.1	753.2408297	897.6622704		[M+Cl+NaCOOH]- 650.284 [M-H+NaCOOH]- 686.261	26	NA	
M756.2492T15	c18acquity								M756T15	756.2492127	897.9199644		[M+Cl+NaCOOH]- 653.29	26	NA	
M756.821T0.8	c18acquity			4					M757T1	756.8209795	48.28002888		[M-H-H20]- 775.846	18	NA	
M757.2532T14.7	c18acquity								M757T15	757.2532358	879.6120528	[511][M]-		23	NA	
M757.9883T0.8	c18acquity			4					M758T1	757.9882949	47.18117778	[510][M+1]-		661	NA	
M758.2569T14.7	c18acquity								M758T15	758.2568837	879.3635928	[511][M+1]-		23	NA	
M759.3682T0.8_2	c18acquity								M759T1.1	759.3682266	48.1516638		[M-H]- 760.375	18	NA	
M760.1844T14.8	c18acquity								M760T15	760.1843797	885.117303			1952	NA	
M762.2585T14.7	c18acquity								M762T15	762.2585048	879.6311598		[M+Cl]- 727.286	23	NA	
M766.8537T0.8	c18acquity			4					M767T1	766.8537095	48.30649842			18	NA	
M767.5632T15.2	c18acquity								M768T15	767.5632268	912.9353268	[513][M+1]-		9	NA	
M772.9592T0.8	c18acquity			4					M773T1	772.9591764	47.41238352		[M-H]- 773.958	18	NA	
M776.8862T0.8	c18acquity								M777T1	776.8862181	48.22091808		[M-H-C5H8O4]- 909.935	18	NA	
M778.1945T15.6	c18acquity								M778T16	778.1945473	934.4362128			1997	NA	
M784.8732T0.8	c18acquity								M785T1	784.8732417	48.12781518			18	NA	
M786.8425T0.8	c18acquity								M787T1	786.8425383	46.32699852		[M+Cl]- 751.873 [M-H]- 787.85	139	NA	
M790.5605T15.4	c18acquity			4					M791T15	790.5604732	924.1049568			1106	NA	
M790.5605T15.6	c18acquity								M791T16	790.5604768	935.9111124		[M-H-C2H4]- 819.614	17	NA	
M792.5758T15.6	c18acquity								M793T16	792.5757873	937.2805728	[518][M]-		17	NA	
M792.86T0.8_1	c18acquity								M793T1	792.8600166	48.21653724	[520][M]2-		18	NA	
M793.362T0.8_2	c18acquity								M793T1.1	793.3619821	48.1585425	[520][M+1]2-		18	NA	
M793.5796T15.6	c18acquity								M794T16	793.579637	937.1878236	[518][M+1]-		17	NA	
M794.8645T0.8	c18acquity								M795T1	794.8644783	48.20549172	[520][M+4]2-		18	NA	
M795.8685T0.8	c18acquity								M796T1	795.8685077	48.1725117			18	NA	
M796.5132T14.7	c18acquity								M797T15	796.5132028	880.8268722			11	NA	
M800.8472T0.8_1	c18acquity			4					M801T1	800.847245	48.21653724			18	NA	
M801.3491T0.8_2	c18acquity			4					M801T1.1	801.3490968	48.23222598		[M-H]- 802.356	18	NA	
M801.8487T0.8	c18acquity			4					M802T1	801.848673	48.22362276			18	NA	
M808.916T0.8	c18acquity			4					M809T1.1	808.9159826	47.24511426		[M+Cl]- 773.958	18	NA	
M810.8348T0.8	c18acquity			4					M811T1	810.8348104	48.28945962	[541][M+2]-		18	NA	
M810.9569T0.8	c18acquity								M811T1.1	810.9568811	47.14448862			18	NA	
M818.5908T15.7	c18acquity								M819T16	818.5908067	940.9998828			270	NA	
M818.8671T0.8	c18acquity								M819T1	818.8670564	48.08846886			18	NA	
M823.845T0.8	c18acquity								M824T1	823.845037	47.24028114			18	NA	
M824.8094T0.8	c18acquity			4					M825T1	824.8094164	48.43486794		[M-H-C3H2O3]- 911.823	18	NA	
M826.5602T14.5	c18acquity								M827T14	826.5602205	869.5201302	[552][M]-		36	NA	
M826.8543T0.8_1	c18acquity								M827T1	826.8542949	48.21410304		[M+Cl+CF3COOH]- 657.892	18	NA	
M826.9307T0.8_1	c18acquity								M827T1.1	826.9307266	47.41729746			18	NA	
M826.9779T0.8_2	c18acquity			4					M827T1.2	826.9778952	47.24994738	[548][M+2]-		662	NA	
M827.8567T0.8_1	c18acquity								M828T1	827.8566953	48.12781518	[558][M]2-		18	NA	
M834.5333T15.2	c18acquity								M835T15	834.5332828	913.606908		[M+Cl+NaCOOH]- 731.586 [M-H+NaCOOH]- 767.564	9	NA	
M834.8415T0.8_1	c18acquity			4					M835T1	834.8415297	48.29840826		[M-H-C3H2O3]- 921.857	18	NA	
M835.8423T0.8_1	c18acquity			4					M836T1	835.842329	48.21751056	[568][M]2-		663	NA	
M836.3447T0.8_2	c18acquity								M836T1.1	836.34474	48.18157722	[568][M+1]2-		18	NA	
M838.853T0.8	c18acquity								M839T1	838.8530169	46.3027995		[3M-H+Cl]2- 547.912	139	NA	
M840.9465T0.8	c18acquity								M841T1	840.9465209	47.33789904		[M-H+NaCOOH]- 773.958	18	NA	
M843.3302T0.8_2	c18acquity			4					M843T1.2	843.3302167	48.23959494		[M-H]- 844.34 [M-H-C3H2O3]- 930.343	18	NA	
M843.4123T0.8_2	c18acquity			4					M843T1.3	843.4122901	47.27053542	[570][M+1]2-		664	NA	
M844.8736T0.8	c18acquity								M845T1	844.873581	48.14215842			18	NA	
M850.8977T0.8	c18acquity			4					M851T1.1	850.8977148	47.98124322		[M-H-C2H4]- 879.949	18	NA	
M852.861T0.8_1	c18acquity								M853T1	852.8610119	48.14215842	[577][M]2-		18	NA	
M854.8299T0.8	c18acquity								M855T1	854.8299226	46.32648522		[M+Cl+NaCOOH]- 751.873 [M-H+NaCOOH]- 787.85	139	NA	
M857.8383T0.8	c18acquity								M858T1	857.8383306	47.15512638			666	NA	
M858.5307T14.7	c18acquity								M859T15	858.5307246	881.848584			11	NA	
M861.3498T0.8_2	c18acquity								M861T1.1	861.3497937	48.16692312			18	NA	
M861.851T0.8_1	c18acquity								M862T1	861.8509624	48.23222598	[583][M]2-		18	NA	
M862.8521T0.8	c18acquity								M863T1	862.8520918	48.22438158	[583][M+2]2-		18	NA	
M869.3367T0.8_2	c18acquity			4					M869T1.1	869.3366572	48.23222598		[M-H+NaCOOH]- 802.356	18	NA	
M869.8961T0.8	c18acquity								M870T1.1	869.8960884	47.3282352			18	NA	
M876.9045T0.8_2	c18acquity			4					M877T1.1	876.904518	47.52421368	[590][M]2-		18	NA	
M877.3241T0.8_3	c18acquity			4					M877T1.2	877.3240965	48.23959494		[M+Cl]- 842.355 [M-H]- 878.331 [M-H-C3H2O3]- 964.336	18	NA	
M877.4057T0.8	c18acquity			4					M877T1.3	877.4057055	47.33720352	[590][M+1]2-		18	NA	
M877.8242T0.8	c18acquity								M878T1	877.8242272	48.2576505	[589][M+1]-		18	NA	
M878.8229T0.8	c18acquity			4					M879T1	878.8229403	48.28051098	[589][M+2]-		18	NA	
M878.9443T0.8	c18acquity								M879T1.1	878.9442741	47.19201876		[M-H]- 879.949 [M-H-CH2]- 893.968	18	NA	
M883.8448T0.8	c18acquity								M884T1	883.8448418	47.19175458		[3M-2H]2- 589.904 [M-H-C2H4]- 912.882	18	NA	
M884.8911T0.8_1	c18acquity								M885T1.1	884.8911376	48.06728376	[593][M]2-		18	NA	
M885.5506T15.6	c18acquity								M886T16	885.5506143	936.414594			17	NA	
M886.8544T0.8_1	c18acquity								M887T1	886.8544399	48.226572	[595][M]2-		18	NA	
M891.8324T0.8_1	c18acquity								M892T1	891.8324091	47.24994738	[597][M]2-		18	NA	
M892.3343T0.8_2	c18acquity								M892T1.1	892.3343259	47.07903828	[597][M+1]2-		18	NA	
M893.9631T0.8	c18acquity			4					M894T1	893.9630965	47.2209831	[598][M+1]-		18	NA	
M894.8417T0.8_1	c18acquity								M895T1	894.8416682	48.13044192		[M-H-NH3]- 912.882	18	NA	
M894.9186T0.8_1	c18acquity								M895T1.1	894.9186474	47.2783713		[M-H-CH2]- 909.935	18	NA	
M894.9651T0.8_2	c18acquity			4					M895T1.2	894.9650794	47.22085098	[598][M+2]-		18	NA	
M895.3435T0.8_2	c18acquity			4					M895T1.3	895.3435332	48.21653724		[M-H+NaCOOH]- 828.363	18	NA	
M895.8442T0.8_1	c18acquity								M896T1	895.8441713	48.21653724		[M+Cl]- 860.872 [M-H]- 896.854 [M-H-CH4]- 912.882	18	NA	
M896.3453T0.8_2	c18acquity								M896T1.1	896.3452779	48.16273284		[M+Cl+NH3]- 844.34	18	NA	
M902.8289T0.8_1	c18acquity			4					M903T1	902.8288545	48.29433504		[M-H-H20]- 921.857	18	NA	
M903.8303T0.8_1	c18acquity								M904T1	903.8302579	48.07234638		[M-H-NH3]- 921.857	18	NA	
M903.8899T0.8_1	c18acquity								M904T1.1	903.8899413	47.34756294	[605][M]2-		18	NA	
M904.3309T0.8_2	c18acquity			4					M904T1.2	904.3309022	48.24255186		[M-H-NH3]- 922.357	18	NA	
